EmployeeID,Age,Department,Location,Salary,SatisfactionScore,PerformanceScore,InnovationIndex,RetentionRisk,NeurodiversityStatus
13313,58,Game Design,Tokyo,115655,9.566,3.815,37.368,0.866,Neurotypical
13314,57,Audio,Paris,64580,4.868,1.813,76.794,0.489,Neurotypical
13315,21,Production,Berlin,103636,9.151,2.33,9.969,0.14,Neurotypical
13316,62,Management,Shanghai,62574,7.758,9.966,60.374,0.188,Neurotypical
13317,58,Programming,Shanghai,81791,9.146,4.267,31.572,0.072,Neurotypical
13318,40,Quality Assurance,Los Angeles,134767,6.806,8.248,9.856,0.644,Neurotypical
13319,59,Quality Assurance,Berlin,100942,2.413,7.456,82.464,0.363,Neurodiverse
13320,56,Production,Montreal,99502,1.543,6.077,54.828,0.966,Neurotypical
13321,37,Game Design,Los Angeles,60394,6.644,5.048,79.122,0.538,Neurotypical
13322,31,Art & Animation,Stockholm,143444,1.525,6.987,96.848,0.245,Neurotypical
13323,36,Production,Stockholm,158048,3.124,6.258,18.357,0.589,Neurodiverse
13324,56,Quality Assurance,Berlin,52250,2.856,7.605,13.694,0.977,Neurotypical
13325,57,Marketing,Los Angeles,71444,4.844,9.945,98.086,0.023,Neurodiverse
13326,34,Programming,Seoul,96964,6.376,3.834,23.33,0.17,Neurotypical
13327,26,Programming,Tokyo,72967,9.2,4.006,42.692,0.928,Neurotypical
13328,33,Production,Los Angeles,69621,9.426,7.202,83.633,0.025,Neurotypical
13329,20,Audio,Vancouver,138442,9.841,8.601,23.036,0.963,Neurotypical
13330,57,Production,Tokyo,74623,7.874,2.71,71.148,0.628,Neurotypical
13331,22,Quality Assurance,Seoul,142388,9.292,8.692,78.687,0.232,Neurotypical
13332,56,Game Design,Montreal,111140,8.116,9.068,49.64,0.09,Neurotypical
13333,63,Marketing,Seoul,104999,9.195,4.554,48.743,0.104,Neurotypical
13334,50,Production,Paris,96045,1.938,3.399,22.87,0.838,Neurotypical
13335,62,Game Design,Vancouver,146207,9.654,4.605,62.594,0.821,Neurotypical
13336,32,Production,Berlin,96896,3.111,2.68,20.088,0.834,Neurotypical
13337,37,Quality Assurance,Montreal,65016,6.116,1.533,26.267,0.961,Neurotypical
13338,36,Marketing,Tokyo,130917,5.651,8.175,59.635,0.391,Neurodiverse
13339,36,Audio,Berlin,66321,6.08,6.128,27.75,0.916,Neurotypical
13340,30,Audio,Stockholm,153698,7.318,5.447,46.382,0.162,Neurotypical
13341,39,Production,Vancouver,61376,5.856,2.926,95.036,0.939,Neurotypical
13342,29,Management,Montreal,68276,7.199,5.972,59.472,0.244,Neurotypical
13343,48,Audio,Montreal,132817,5.809,4.615,75.088,0.408,Neurodiverse
13344,53,Management,Seoul,84506,1.108,5.556,70.297,0.515,Neurotypical
13345,36,Management,Los Angeles,129392,6.646,1.817,95.276,0.803,Neurotypical
13346,61,Art & Animation,Vancouver,75544,5.997,9.305,10.684,0.389,Neurotypical
13347,32,Game Design,Berlin,126730,6.273,7.878,18.371,0.342,Neurodiverse
13348,63,Quality Assurance,Seoul,110504,1.014,7.671,68.577,0.983,Neurotypical
13349,58,Marketing,Tokyo,95701,5.219,6.236,84.634,0.075,Neurotypical
13350,46,Production,Tokyo,159594,8.875,3.049,74.652,0.026,Neurotypical
13351,45,Production,Paris,85271,3.993,1.932,14.765,0.057,Neurodiverse
13352,47,Programming,Los Angeles,72444,5.004,4.253,67.981,0.914,Neurodiverse
13353,32,Programming,London,137070,2.102,4.715,62.818,0.233,Neurotypical
13354,31,Game Design,Tokyo,138666,5.052,7.849,53.694,0.044,Neurodiverse
13355,63,Quality Assurance,Los Angeles,59662,4.562,2.333,56.409,0.729,Neurotypical
13356,47,Art & Animation,Stockholm,102651,8.947,8.352,60.714,0.64,Neurotypical
13357,21,Quality Assurance,Los Angeles,127358,1.319,4.986,18.101,0.792,Neurotypical
13358,56,Game Design,Montreal,63252,9.561,8.2,33.247,0.524,Neurotypical
13359,53,Quality Assurance,Berlin,77214,6.188,5.452,61.238,0.177,Neurotypical
13360,42,Programming,Montreal,85329,5.767,1.464,7.943,0.291,Neurotypical
13361,64,Programming,Montreal,152798,8.976,6.473,71.014,0.061,Neurodiverse
13362,48,Marketing,Tokyo,66350,2.719,4.845,74.551,0.704,Neurotypical
13363,54,Art & Animation,Paris,69987,2.881,5.134,14.382,0.648,Neurodiverse
13364,30,Programming,Shanghai,99538,8.87,8.043,28.408,0.681,Neurotypical
13365,52,Marketing,Los Angeles,56761,9.365,3.003,23.109,0.978,Neurotypical
13366,30,Art & Animation,Shanghai,74358,8.54,1.231,20.992,0.06,Neurodiverse
13367,28,Programming,Shanghai,104601,1.371,3.575,36.667,0.065,Neurotypical
13368,33,Art & Animation,Shanghai,140249,6.869,2.396,75.459,0.738,Neurotypical
13369,28,Management,Seoul,53751,5.06,4.094,40.672,0.973,Neurotypical
13370,58,Quality Assurance,Shanghai,151004,8.27,2.872,53.483,0.543,Neurotypical
13371,22,Marketing,Tokyo,55844,2.423,1.873,12.266,0.813,Neurodiverse
13372,48,Art & Animation,London,79153,9.283,8.448,61.445,0.609,Neurotypical
13373,38,Production,Shanghai,58491,4.019,2.885,99.912,0.932,Neurotypical
13374,55,Art & Animation,Seoul,66415,3.909,4.274,72.91,0.2,Neurotypical
13375,51,Quality Assurance,Seoul,58733,2.606,1.017,48.492,0.362,Neurodiverse
13376,26,Programming,Montreal,80516,1.063,7.945,47.133,0.613,Neurodiverse
13377,47,Programming,Shanghai,99698,3.815,5.17,92.251,0.199,Neurodiverse
13378,63,Production,London,64759,2.335,8.782,40.785,0.834,Neurotypical
13379,37,Game Design,Los Angeles,136060,7.643,1.475,72.636,0.798,Neurotypical
13380,24,Game Design,Vancouver,74955,7.81,2.474,60.997,0.719,Neurotypical
13381,42,Programming,Tokyo,133835,8.451,3.319,62.675,0.62,Neurotypical
13382,41,Management,Tokyo,104206,1.049,8.993,8.373,0.219,Neurodiverse
13383,45,Production,Los Angeles,76761,4.163,4.186,66.578,0.87,Neurotypical
13384,61,Audio,Montreal,74110,1.052,2.682,64.202,0.578,Neurodiverse
13385,31,Audio,Los Angeles,62695,5.569,8.213,74.168,0.212,Neurotypical
13386,59,Production,Tokyo,140296,9.181,3.721,67.747,0.737,Neurotypical
13387,38,Art & Animation,Montreal,125793,4.671,4.147,87.983,0.032,Neurotypical
13388,20,Programming,Los Angeles,100872,8.863,6.892,99.743,0.218,Neurotypical
13389,22,Game Design,Stockholm,155082,9.528,4.454,19.099,0.227,Neurotypical
13390,46,Art & Animation,Vancouver,115453,3.141,1.148,88.848,0.292,Neurodiverse
13391,37,Marketing,Shanghai,82938,1.091,9.902,29.211,0.034,Neurotypical
13392,49,Production,Vancouver,81820,7.656,3.148,26.199,0.843,Neurodiverse
13393,21,Production,Montreal,58591,6.211,3.199,22.452,0.097,Neurotypical
13394,24,Management,Berlin,98013,4.124,2.205,54.62,0.829,Neurotypical
13395,48,Game Design,Los Angeles,61784,4.308,2.422,52.694,0.18,Neurotypical
13396,52,Game Design,Berlin,114712,1.729,5.518,85.052,0.841,Neurotypical
13397,61,Game Design,Shanghai,78228,8.84,9.458,43.904,0.029,Neurotypical
13398,39,Production,Los Angeles,133260,3.179,7.275,78.351,0.784,Neurotypical
13399,49,Audio,Tokyo,112986,1.874,6.918,97.429,0.533,Neurotypical
13400,61,Quality Assurance,Shanghai,74466,8.016,4.253,19.431,0.216,Neurotypical
13401,24,Management,Paris,152719,5.366,8.318,8.367,0.406,Neurotypical
13402,40,Quality Assurance,Tokyo,61813,7.866,5.26,34.98,0.097,Neurodiverse
13403,34,Management,Shanghai,142687,9.117,5.118,95.822,0.137,Neurotypical
13404,39,Production,Shanghai,56620,4.439,9.951,78.284,0.367,Neurotypical
13405,27,Audio,Stockholm,75924,1.49,6.481,45.425,0.412,Neurotypical
13406,50,Management,Tokyo,123458,3.279,8.814,9.308,0.776,Neurodiverse
13407,31,Programming,Stockholm,104006,1.46,5.721,29.631,0.756,Neurotypical
13408,40,Programming,Stockholm,84857,2.342,2.456,88.686,0.24,Neurotypical
13409,49,Production,Los Angeles,148537,8.641,9.885,15.399,0.184,Neurodiverse
13410,46,Production,Tokyo,66939,9.473,6.901,65.429,0.168,Neurodiverse
13411,63,Audio,Tokyo,142596,7.092,2.338,61.309,0.591,Neurodiverse
13412,45,Audio,Shanghai,125682,7.586,7.66,31.057,0.581,Neurotypical
13413,52,Programming,Tokyo,152037,7.583,4.952,59.047,0.105,Neurotypical
13414,45,Quality Assurance,Shanghai,112743,2.11,8.401,73.725,0.34,Neurotypical
13415,45,Art & Animation,London,118811,1.424,3.494,5.901,0.874,Neurodiverse
13416,55,Audio,Tokyo,65078,7.286,9.481,79.714,0.942,Neurodiverse
13417,59,Art & Animation,London,108146,1.337,3.675,46.028,0.972,Neurotypical
13418,20,Art & Animation,Vancouver,155777,8.306,9.975,22.21,0.694,Neurotypical
13419,34,Marketing,Paris,87714,6.32,7.302,53.927,0.038,Neurotypical
13420,20,Quality Assurance,Berlin,50845,2.022,9.742,5.897,0.485,Neurodiverse
13421,30,Management,Shanghai,80678,6.934,7.517,84.166,0.243,Neurodiverse
13422,21,Production,Vancouver,56653,6.457,7.787,99.218,0.888,Neurotypical
13423,20,Art & Animation,Tokyo,116855,4.387,2.092,67.762,0.042,Neurodiverse
13424,50,Production,Los Angeles,136037,8.359,1.135,31.812,0.113,Neurotypical
13425,63,Production,London,92670,3.741,1.778,89.276,0.286,Neurotypical
13426,35,Quality Assurance,Tokyo,71487,4.401,4.935,31.19,0.701,Neurotypical
13427,41,Quality Assurance,Montreal,129868,7.27,4.619,36.149,0.936,Neurodiverse
13428,61,Marketing,Paris,74817,7.768,2.655,92.224,0.388,Neurotypical
13429,37,Management,Montreal,118426,3.462,1.391,62.054,0.342,Neurotypical
13430,36,Production,Paris,85393,1.151,7.229,38.019,0.783,Neurotypical
13431,49,Programming,Paris,55513,2.587,2.781,44.206,0.898,Neurotypical
13432,29,Management,Vancouver,110842,3.369,9.807,68.013,0.088,Neurodiverse
13433,54,Management,Montreal,58644,9.145,1.931,65.282,0.986,Neurotypical
13434,40,Quality Assurance,London,146762,9.042,4.272,36.362,0.51,Neurotypical
13435,35,Art & Animation,Montreal,84397,6.946,5.31,11.944,0.994,Neurotypical
13436,25,Programming,Seoul,158756,7.384,2.966,42.101,0.013,Neurotypical
13437,22,Programming,Vancouver,73520,6.591,5.53,66.997,0.891,Neurotypical
13438,60,Game Design,London,97512,8.013,2.12,26.585,0.099,Neurodiverse
13439,62,Art & Animation,Berlin,103869,4.161,1.015,88.429,0.778,Neurodiverse
13440,40,Art & Animation,London,83326,5.92,7.284,33.935,0.0,Neurotypical
13441,32,Quality Assurance,Montreal,90838,7.036,8.511,20.469,0.136,Neurotypical
13442,37,Art & Animation,Los Angeles,112311,5.216,6.172,42.024,0.161,Neurodiverse
13443,43,Management,Berlin,93675,7.954,3.057,23.766,0.607,Neurotypical
13444,46,Production,Shanghai,114079,9.393,4.551,45.472,0.694,Neurotypical
13445,23,Game Design,Montreal,116604,6.974,6.637,8.872,0.09,Neurotypical
13446,41,Quality Assurance,Shanghai,93714,1.672,1.293,43.745,0.406,Neurodiverse
13447,43,Audio,London,92220,6.492,1.848,73.857,0.702,Neurodiverse
13448,59,Art & Animation,Los Angeles,60962,7.267,9.624,28.231,0.91,Neurodiverse
13449,64,Art & Animation,Seoul,115106,3.549,7.107,98.422,0.19,Neurotypical
13450,29,Marketing,Seoul,131008,3.896,7.273,18.47,0.425,Neurotypical
13451,21,Audio,Vancouver,154202,6.358,1.923,34.332,0.228,Neurodiverse
13452,59,Audio,Stockholm,136522,7.364,3.097,49.198,0.037,Neurotypical
13453,25,Production,Stockholm,123346,8.843,4.52,84.342,0.456,Neurotypical
13454,37,Game Design,Paris,123532,7.863,2.847,43.476,0.42,Neurodiverse
13455,36,Production,Shanghai,66833,2.206,8.285,73.564,0.822,Neurodiverse
13456,57,Audio,Tokyo,119175,4.133,6.458,1.501,0.891,Neurotypical
13457,64,Production,Tokyo,51913,2.339,2.771,2.559,0.353,Neurotypical
13458,42,Management,Berlin,93757,7.812,7.938,3.795,0.708,Neurotypical
13459,49,Production,Shanghai,152937,3.398,5.866,2.315,0.578,Neurotypical
13460,40,Marketing,London,107076,2.112,2.871,20.448,0.77,Neurotypical
13461,29,Management,Paris,120864,1.866,8.586,59.593,0.146,Neurotypical
13462,62,Game Design,London,88177,2.03,2.89,79.039,0.813,Neurotypical
13463,32,Production,Vancouver,101697,3.224,7.216,56.763,0.603,Neurotypical
13464,31,Production,Tokyo,143366,8.041,4.599,8.13,0.767,Neurotypical
13465,28,Audio,Los Angeles,153115,3.14,7.745,70.362,0.42,Neurotypical
13466,23,Game Design,Seoul,111839,3.532,4.811,55.296,0.008,Neurotypical
13467,58,Management,Seoul,120863,8.926,3.58,31.619,0.918,Neurotypical
13468,43,Audio,Paris,80118,4.981,9.649,17.68,0.728,Neurotypical
13469,53,Audio,Tokyo,86229,5.579,7.829,8.1,0.691,Neurotypical
13470,58,Production,Seoul,57533,1.025,8.449,49.473,0.473,Neurotypical
13471,60,Programming,Stockholm,114071,1.739,3.816,84.119,0.044,Neurotypical
13472,24,Audio,Stockholm,116995,7.665,4.132,10.069,0.138,Neurodiverse
13473,34,Production,Berlin,114823,4.001,2.555,10.609,0.439,Neurodiverse
13474,23,Art & Animation,Shanghai,138402,2.346,5.021,27.448,0.793,Neurodiverse
13475,58,Audio,Vancouver,94178,4.859,9.973,38.002,0.89,Neurodiverse
13476,27,Art & Animation,Berlin,80411,1.406,6.305,99.298,0.458,Neurotypical
13477,64,Management,Seoul,66840,7.384,7.518,53.936,0.995,Neurotypical
13478,43,Quality Assurance,Stockholm,58168,1.722,7.637,82.805,0.98,Neurotypical
13479,47,Programming,Paris,109228,1.494,2.825,22.547,0.364,Neurodiverse
13480,62,Management,Tokyo,88298,4.777,1.504,91.0,0.065,Neurotypical
13481,46,Marketing,Stockholm,116180,6.284,2.094,74.383,0.493,Neurotypical
13482,20,Game Design,Montreal,126057,7.875,7.477,33.43,0.979,Neurotypical
13483,53,Game Design,Vancouver,62701,1.639,5.102,75.438,0.366,Neurotypical
13484,36,Quality Assurance,Seoul,122800,4.013,9.142,88.652,0.351,Neurodiverse
13485,56,Audio,London,76786,3.417,4.299,35.949,0.304,Neurotypical
13486,57,Marketing,Berlin,71322,7.694,1.924,83.162,0.95,Neurotypical
13487,45,Quality Assurance,Seoul,96516,4.325,9.716,44.515,0.188,Neurotypical
13488,43,Quality Assurance,Montreal,106515,6.651,4.606,74.538,0.435,Neurotypical
13489,58,Game Design,Los Angeles,121283,5.404,8.634,29.438,0.204,Neurotypical
13490,40,Art & Animation,Vancouver,136176,6.127,1.414,69.082,0.112,Neurotypical
13491,49,Management,Shanghai,136270,4.291,4.234,87.611,0.436,Neurotypical
13492,32,Management,Stockholm,141205,3.153,6.349,47.963,0.806,Neurotypical
13493,56,Art & Animation,Berlin,118297,1.538,5.717,77.852,0.008,Neurotypical
13494,22,Audio,Stockholm,109386,2.561,7.549,55.684,0.485,Neurotypical
13495,51,Audio,Montreal,107379,2.553,8.947,84.912,0.506,Neurotypical
13496,54,Production,Berlin,114816,9.414,7.827,23.713,0.076,Neurotypical
13497,38,Production,London,138793,9.436,3.791,2.339,0.978,Neurotypical
13498,33,Management,Los Angeles,64301,3.302,9.724,67.023,0.198,Neurotypical
13499,41,Quality Assurance,Tokyo,124036,1.951,9.272,77.709,0.907,Neurotypical
13500,36,Audio,London,121553,3.535,6.67,7.854,0.229,Neurotypical
13501,23,Art & Animation,Berlin,137878,8.168,5.59,65.865,0.525,Neurotypical
13502,64,Management,Stockholm,122383,8.837,5.648,21.04,0.8,Neurotypical
13503,59,Marketing,Paris,124516,5.51,7.617,98.98,0.95,Neurotypical
13504,38,Game Design,Shanghai,66674,5.861,5.351,78.285,0.401,Neurotypical
13505,56,Art & Animation,Seoul,148733,5.128,9.878,15.461,0.07,Neurotypical
13506,21,Production,Los Angeles,50597,2.645,7.394,47.502,0.023,Neurotypical
13507,34,Programming,Vancouver,156354,1.448,3.144,78.766,0.874,Neurotypical
13508,21,Audio,Berlin,87295,6.593,6.926,52.176,0.479,Neurotypical
13509,30,Game Design,Seoul,84325,8.189,5.36,97.869,0.15,Neurotypical
13510,64,Programming,Stockholm,138709,7.744,2.439,43.262,0.464,Neurotypical
13511,42,Management,Stockholm,103752,9.103,5.67,88.688,0.222,Neurotypical
13512,29,Game Design,Stockholm,139975,8.323,8.731,9.235,0.699,Neurotypical
13513,22,Quality Assurance,Berlin,83440,3.588,1.222,54.902,0.407,Neurotypical
13514,24,Management,Shanghai,151158,2.051,8.661,99.528,0.728,Neurotypical
13515,22,Audio,London,67962,4.877,7.166,67.859,0.765,Neurotypical
13516,57,Quality Assurance,Montreal,133352,4.135,7.531,15.383,0.374,Neurotypical
13517,32,Management,Shanghai,153825,7.557,9.034,66.062,0.663,Neurotypical
13518,61,Game Design,London,58232,1.612,9.493,42.536,0.774,Neurotypical
13519,38,Quality Assurance,Seoul,54479,9.487,3.656,70.417,0.051,Neurotypical
13520,59,Management,Tokyo,134853,9.615,9.272,35.143,0.193,Neurodiverse
13521,54,Management,Tokyo,133234,1.795,2.949,49.439,0.982,Neurotypical
13522,43,Audio,Tokyo,100967,4.906,2.299,21.716,0.007,Neurotypical
13523,43,Art & Animation,Seoul,87046,9.092,5.994,16.098,0.313,Neurodiverse
13524,36,Marketing,Stockholm,138827,2.686,9.349,29.856,0.782,Neurodiverse
13525,59,Programming,Berlin,150199,7.23,1.489,77.582,0.316,Neurotypical
13526,29,Art & Animation,Tokyo,100215,7.401,5.752,79.339,0.819,Neurotypical
13527,21,Management,London,96678,3.102,7.107,54.354,0.132,Neurotypical
13528,63,Game Design,Vancouver,61488,1.055,7.709,18.678,0.877,Neurodiverse
13529,42,Management,Seoul,55404,6.98,5.535,80.913,0.473,Neurodiverse
13530,25,Art & Animation,Paris,156830,6.555,6.174,86.694,0.037,Neurodiverse
13531,21,Quality Assurance,Montreal,62425,6.847,5.083,10.234,0.623,Neurodiverse
13532,40,Audio,London,121129,2.408,7.509,41.425,0.277,Neurodiverse
13533,54,Art & Animation,Tokyo,95543,6.434,4.413,55.096,0.7,Neurotypical
13534,48,Art & Animation,Stockholm,112015,5.875,3.524,80.591,0.903,Neurotypical
13535,26,Audio,Berlin,118212,5.073,3.365,63.214,0.084,Neurodiverse
13536,48,Quality Assurance,Shanghai,140012,7.992,6.88,41.205,0.244,Neurotypical
13537,56,Marketing,Paris,108977,4.495,9.321,46.361,0.391,Neurotypical
13538,42,Art & Animation,Tokyo,55265,4.179,3.463,42.902,0.96,Neurotypical
13539,52,Programming,Stockholm,145105,5.869,3.249,12.687,0.406,Neurotypical
13540,27,Game Design,Berlin,97512,9.498,7.441,78.606,0.113,Neurodiverse
13541,31,Production,Shanghai,158029,4.098,1.082,6.414,0.298,Neurodiverse
13542,29,Quality Assurance,Montreal,133028,5.008,8.508,68.605,0.019,Neurodiverse
13543,34,Management,Los Angeles,106926,3.397,4.414,15.309,0.191,Neurotypical
13544,43,Quality Assurance,Berlin,86629,7.117,9.115,41.923,0.61,Neurotypical
13545,45,Art & Animation,Montreal,137048,4.277,7.377,12.113,0.169,Neurotypical
13546,61,Programming,Paris,120490,7.234,8.135,59.129,0.917,Neurotypical
13547,58,Production,Tokyo,116648,2.311,2.541,90.131,0.713,Neurotypical
13548,22,Management,Seoul,116648,3.374,4.278,60.88,0.688,Neurotypical
13549,21,Audio,Los Angeles,158762,2.857,3.525,39.307,0.447,Neurotypical
13550,25,Production,Montreal,66733,7.997,7.436,93.793,0.78,Neurotypical
13551,40,Art & Animation,Seoul,86730,1.806,1.205,29.65,0.187,Neurotypical
13552,28,Art & Animation,Seoul,133843,3.268,6.573,25.598,0.443,Neurotypical
13553,29,Audio,Seoul,139979,5.567,8.813,71.529,0.994,Neurotypical
13554,55,Game Design,Seoul,73712,1.79,1.393,95.687,0.287,Neurotypical
13555,22,Audio,Vancouver,115578,1.099,3.616,77.84,0.405,Neurotypical
13556,60,Art & Animation,London,121413,7.22,2.872,38.589,0.22,Neurotypical
13557,43,Marketing,Paris,76881,6.522,9.983,27.527,0.076,Neurotypical
13558,41,Audio,Berlin,121510,1.076,9.871,46.352,0.404,Neurotypical
13559,33,Management,Stockholm,65518,1.437,2.119,74.075,0.145,Neurotypical
13560,61,Game Design,Paris,65491,2.974,2.753,28.048,0.512,Neurodiverse
13561,64,Audio,Tokyo,98686,9.156,1.207,83.929,0.753,Neurotypical
13562,63,Audio,Berlin,82344,6.875,6.096,63.641,0.848,Neurotypical
13563,46,Quality Assurance,Stockholm,128892,8.245,7.173,48.308,0.168,Neurodiverse
13564,52,Quality Assurance,Montreal,159888,7.835,6.891,9.034,0.902,Neurotypical
13565,41,Art & Animation,Tokyo,96069,9.847,3.34,42.047,0.359,Neurotypical
13566,48,Management,Shanghai,96273,9.551,2.83,23.96,0.448,Neurotypical
13567,38,Art & Animation,Paris,145749,1.606,1.502,50.908,0.582,Neurotypical
13568,38,Production,Montreal,100438,1.204,6.694,65.391,0.149,Neurotypical
13569,25,Management,Seoul,109826,5.474,3.21,31.81,0.842,Neurotypical
13570,64,Audio,Montreal,128353,3.446,1.798,81.288,0.789,Neurotypical
13571,38,Marketing,Montreal,105158,5.541,4.191,86.726,0.473,Neurotypical
13572,32,Programming,Paris,61560,1.816,2.336,23.595,0.318,Neurotypical
13573,45,Art & Animation,Vancouver,131396,9.18,5.556,2.783,0.497,Neurotypical
13574,41,Audio,Montreal,109460,7.967,2.342,17.149,0.654,Neurotypical
13575,40,Audio,Montreal,100200,5.969,9.897,45.358,0.7,Neurotypical
13576,55,Programming,London,101767,5.186,4.02,67.26,0.438,Neurotypical
13577,21,Audio,Paris,66896,5.216,5.274,59.665,0.027,Neurotypical
13578,63,Programming,Tokyo,72497,6.548,6.37,58.275,0.713,Neurotypical
13579,49,Programming,Berlin,132102,5.908,8.656,23.12,0.32,Neurotypical
13580,46,Production,Los Angeles,131794,5.34,9.532,16.045,0.879,Neurotypical
13581,26,Audio,Shanghai,84869,7.113,4.303,3.565,0.422,Neurotypical
13582,39,Production,Montreal,157600,7.885,4.812,43.092,0.796,Neurodiverse
13583,50,Audio,Montreal,132079,6.787,2.359,30.13,0.367,Neurotypical
13584,42,Quality Assurance,Berlin,146215,4.522,2.707,54.829,0.371,Neurotypical
13585,32,Programming,London,94417,4.729,7.5,60.229,0.763,Neurotypical
13586,36,Game Design,Paris,55568,1.887,4.917,28.801,0.54,Neurodiverse
13587,23,Programming,London,157233,4.731,8.58,55.317,0.256,Neurotypical
13588,33,Game Design,Paris,93271,8.072,5.762,60.863,0.839,Neurotypical
13589,39,Audio,Tokyo,69052,1.598,3.544,88.0,0.63,Neurotypical
13590,32,Art & Animation,Los Angeles,94013,2.58,7.114,14.64,0.634,Neurotypical
13591,22,Marketing,Los Angeles,151684,8.584,5.255,38.401,0.784,Neurotypical
13592,45,Production,Shanghai,69499,6.112,9.012,31.783,0.63,Neurotypical
13593,45,Audio,Seoul,140312,7.041,4.347,25.483,0.258,Neurotypical
13594,37,Marketing,Montreal,51307,3.894,3.292,42.537,0.01,Neurotypical
13595,51,Quality Assurance,Shanghai,125922,5.399,4.955,94.251,0.789,Neurotypical
13596,33,Game Design,Paris,71943,7.854,8.641,84.315,0.957,Neurotypical
13597,22,Production,Paris,127203,8.884,8.42,52.237,0.719,Neurodiverse
13598,20,Quality Assurance,Paris,136726,9.768,9.041,39.925,0.826,Neurotypical
13599,45,Art & Animation,Stockholm,125497,8.659,8.647,43.188,0.864,Neurotypical
13600,43,Art & Animation,Tokyo,135175,1.607,3.971,25.262,0.253,Neurotypical
13601,54,Programming,Vancouver,85362,4.09,6.33,65.771,0.357,Neurodiverse
13602,33,Production,Vancouver,67616,7.74,8.152,26.417,0.734,Neurotypical
13603,22,Production,London,54967,4.762,8.552,11.126,0.439,Neurotypical
13604,32,Production,Vancouver,91534,4.927,4.616,32.094,0.637,Neurotypical
13605,33,Audio,Berlin,66465,8.149,5.622,48.709,0.269,Neurotypical
13606,40,Management,Paris,107606,8.501,3.616,72.836,0.715,Neurotypical
13607,45,Management,Montreal,156781,8.123,7.281,48.731,0.594,Neurotypical
13608,22,Programming,London,127718,4.192,7.047,3.478,0.958,Neurodiverse
13609,59,Art & Animation,Montreal,69929,3.052,6.314,70.437,0.924,Neurotypical
13610,23,Art & Animation,London,72830,4.229,6.646,77.408,0.561,Neurodiverse
13611,55,Programming,Montreal,136221,7.312,9.088,10.311,0.252,Neurodiverse
13612,62,Quality Assurance,Paris,100607,4.282,8.38,72.12,0.389,Neurodiverse
13613,20,Marketing,Berlin,66478,1.498,2.123,65.679,0.738,Neurotypical
13614,59,Game Design,Berlin,115086,8.207,6.785,39.025,0.422,Neurotypical
13615,52,Art & Animation,Seoul,145607,1.571,2.454,79.635,0.822,Neurotypical
13616,26,Programming,Paris,148440,9.965,2.336,71.057,0.239,Neurotypical
13617,30,Art & Animation,Shanghai,101189,8.754,5.043,56.921,0.771,Neurotypical
13618,46,Quality Assurance,Berlin,65988,9.607,5.37,76.263,0.785,Neurodiverse
13619,33,Production,London,146958,8.499,1.937,43.599,0.184,Neurotypical
13620,41,Production,Seoul,60441,1.91,5.606,60.882,0.088,Neurotypical
13621,35,Management,Tokyo,145150,4.769,2.588,4.086,0.601,Neurotypical
13622,31,Game Design,Paris,65609,9.171,5.956,45.116,0.775,Neurodiverse
13623,29,Management,Paris,53670,1.818,8.489,60.507,0.938,Neurotypical
13624,43,Production,Stockholm,125073,3.747,1.774,0.388,0.682,Neurotypical
13625,37,Production,Seoul,71028,5.204,4.593,39.692,0.683,Neurotypical
13626,41,Quality Assurance,London,101836,5.049,3.103,53.418,0.434,Neurotypical
13627,28,Management,Paris,124727,9.495,6.172,37.049,0.317,Neurotypical
13628,36,Marketing,Paris,143349,4.556,9.042,36.237,0.422,Neurotypical
13629,57,Quality Assurance,Seoul,59216,3.151,2.775,85.844,0.697,Neurodiverse
13630,59,Game Design,Paris,64255,5.004,7.087,96.445,0.984,Neurotypical
13631,32,Production,Seoul,71841,4.564,1.838,9.659,0.685,Neurotypical
13632,56,Management,Los Angeles,62578,6.61,5.912,91.071,0.579,Neurotypical
13633,25,Game Design,Tokyo,70550,9.947,7.085,37.872,0.412,Neurotypical
13634,40,Art & Animation,Montreal,119739,5.963,7.038,23.784,0.388,Neurotypical
13635,55,Marketing,Vancouver,98617,5.16,7.644,14.965,0.432,Neurodiverse
13636,26,Audio,Montreal,112644,6.345,4.756,74.752,0.493,Neurotypical
13637,55,Art & Animation,Montreal,84601,9.818,7.84,72.351,0.433,Neurotypical
13638,44,Production,Tokyo,55384,6.623,5.256,9.472,0.875,Neurotypical
13639,30,Programming,Paris,150554,2.106,3.906,95.948,0.017,Neurotypical
13640,63,Quality Assurance,Vancouver,135554,9.214,3.898,7.249,0.563,Neurotypical
13641,33,Management,Paris,141610,6.317,2.581,49.693,0.844,Neurotypical
13642,64,Management,Berlin,121655,2.423,7.485,64.531,0.436,Neurotypical
13643,48,Quality Assurance,Berlin,112683,3.074,2.419,88.821,0.871,Neurotypical
13644,29,Game Design,Montreal,132488,2.085,6.726,26.96,0.598,Neurotypical
13645,24,Programming,Los Angeles,153505,9.647,6.988,26.756,0.277,Neurotypical
13646,27,Game Design,Seoul,78835,1.638,3.58,78.127,0.216,Neurotypical
13647,24,Programming,Shanghai,71409,7.88,5.398,41.099,0.044,Neurotypical
13648,43,Game Design,Los Angeles,67676,4.039,7.038,20.571,0.704,Neurotypical
13649,59,Audio,Shanghai,79878,1.73,1.002,2.133,0.651,Neurodiverse
